Airline,Date,Flight_Duration,Stops,Time_total,class_type,Flight_price
United Airlines,2023-12-16,2h 57mBOS-ORD,nonstop,11:32 am – 1:29 pm,Basic Economy,$154
United Airlines,2023-12-16,2h 57mBOS-ORD,nonstop,4:16 pm – 6:13 pm,Basic Economy,$159
American Airlines,2023-12-16,4h 57mBOS-ORD,1 stop,3:40 pm – 7:37 pm,Basic Economy,$104
American Airlines,2023-12-16,5h 11mBOS-ORD,1 stop,5:26 pm – 9:37 pm,Basic Economy,$104
United Airlines,2023-12-16,5h 47mBOS-ORD,1 stop,6:43 pm – 11:30 pm,Basic Economy,$89
Delta,2023-12-16,3h 06mBOS-ORD,nonstop,1:25 pm – 3:31 pm,Basic Economy,$149
Delta,2023-12-16,3h 14mBOS-ORD,nonstop,5:40 pm – 7:54 pm,Basic Economy,$149
United Airlines,2023-12-17,2h 57mBOS-ORD,nonstop,8:55 pm – 10:52 pm,Basic Economy,$89
Spirit Airlines,2023-12-17,14h 13mBOS-ORD,1 stop,9:37 pm – 10:50 am+1,Economy,$68
JetBlue,2023-12-17,3h 00mBOS-ORD,nonstop,6:00 am – 8:00 am,Blue Basic,$84
United Airlines,2023-12-17,2h 57mBOS-ORD,nonstop,6:00 am – 7:57 am,Basic Economy,$89
American Airlines,2023-12-17,3h 07mBOS-ORD,nonstop,7:50 am – 9:57 am,Basic Economy,$94
United Airlines,2023-12-17,2h 57mBOS-ORD,nonstop,9:46 am – 11:43 am,Basic Economy,$110
United Airlines,2023-12-17,2h 57mBOS-ORD,nonstop,11:35 am – 1:32 pm,Basic Economy,$119
American Airlines,2023-12-17,3h 07mBOS-ORD,nonstop,5:49 pm – 7:56 pm,Basic Economy,$129
Delta,2023-12-17,3h 13mBOS-ORD,nonstop,7:25 pm – 9:38 pm,Basic Economy,$119
Delta,2023-12-17,3h 09mBOS-ORD,nonstop,8:55 am – 11:04 am,Basic Economy,$119
American Airlines,2023-12-17,3h 06mBOS-ORD,nonstop,12:22 pm – 2:28 pm,Basic Economy,$154
United Airlines,2023-12-17,2h 57mBOS-ORD,nonstop,6:28 pm – 8:25 pm,Basic Economy,$169
American Airlines,2023-12-17,4h 46mBOS-ORD,1 stop,8:30 am – 12:16 pm,Basic Economy,$114
Delta,2023-12-17,2h 55mBOS-ORD,nonstop,1:25 pm – 3:20 pm,Basic Economy,$149
JetBlue,2023-12-17,3h 00mBOS-ORD,nonstop,1:45 pm – 3:45 pm,Blue Basic,$154
United Airlines,2023-12-17,2h 57mBOS-ORD,nonstop,4:16 pm – 6:13 pm,Basic Economy,$192
JetBlue,2023-12-18,3h 00mBOS-ORD,nonstop,6:00 am – 8:00 am,Blue Basic,$84
Frontier,2023-12-18,10h 18mBOS-MDW,1 stop,8:23 am – 5:41 pm,Economy,$55
United Airlines,2023-12-18,2h 57mBOS-ORD,nonstop,4:16 pm – 6:13 pm,Basic Economy,$115
American Airlines,2023-12-18,3h 04mBOS-ORD,nonstop,6:50 am – 8:54 am,Basic Economy,$119
American Airlines,2023-12-18,3h 07mBOS-ORD,nonstop,7:50 am – 9:57 am,Basic Economy,$119
United Airlines,2023-12-18,2h 57mBOS-ORD,nonstop,9:46 am – 11:43 am,Basic Economy,$143
United Airlines,2023-12-18,2h 57mBOS-ORD,nonstop,6:00 am – 7:57 am,Basic Economy,$143
Delta,2023-12-18,3h 09mBOS-ORD,nonstop,8:55 am – 11:04 am,Basic Economy,$114
American Airlines,2023-12-18,4h 57mBOS-ORD,1 stop,3:40 pm – 7:37 pm,Basic Economy,$104
United Airlines,2023-12-18,2h 57mBOS-ORD,nonstop,11:35 am – 1:32 pm,Basic Economy,$173
American Airlines,2023-12-18,5h 28mBOS-ORD,1 stop,5:26 pm – 9:54 pm,Basic Economy,$104
United Airlines,2023-12-18,5h 46mBOS-ORD,1 stop,6:30 pm – 11:16 pm,Basic Economy,$99
United Airlines,2023-12-18,5h 47mBOS-ORD,1 stop,6:43 pm – 11:30 pm,Basic Economy,$99
American Airlines,2023-12-18,4h 46mBOS-ORD,1 stop,8:30 am – 12:16 pm,Basic Economy,$129
Delta,2023-12-18,3h 13mBOS-ORD,nonstop,7:25 pm – 9:38 pm,Basic Economy,$149
American Airlines,2023-12-18,5h 41mBOS-ORD,1 stop,8:40 am – 1:21 pm,Basic Economy,$104
JetBlue,2023-12-19,3h 00mBOS-ORD,nonstop,6:00 am – 8:00 am,Blue Basic,$94
Spirit Airlines,2023-12-19,13h 25mBOS-ORD,1 stop,10:25 pm – 10:50 am+1,Economy,$60
American Airlines,2023-12-19,3h 07mBOS-ORD,nonstop,7:50 am – 9:57 am,Basic Economy,$119
United Airlines,2023-12-19,2h 57mBOS-ORD,nonstop,6:00 am – 7:57 am,Basic Economy,$143
American Airlines,2023-12-19,3h 04mBOS-ORD,nonstop,6:50 am – 8:54 am,Basic Economy,$144
United Airlines,2023-12-19,2h 57mBOS-ORD,nonstop,6:28 pm – 8:25 pm,Basic Economy,$159
United Airlines,2023-12-19,2h 57mBOS-ORD,nonstop,11:35 am – 1:32 pm,Basic Economy,$159
United Airlines,2023-12-19,2h 57mBOS-ORD,nonstop,9:56 am – 11:53 am,Basic Economy,$159
American Airlines,2023-12-19,4h 57mBOS-ORD,1 stop,3:40 pm – 7:37 pm,Basic Economy,$104
American Airlines,2023-12-19,5h 08mBOS-ORD,1 stop,6:24 pm – 10:32 pm,Basic Economy,$104
United Airlines,2023-12-19,5h 47mBOS-ORD,1 stop,6:43 pm – 11:30 pm,Basic Economy,$89
American Airlines,2023-12-19,5h 28mBOS-ORD,1 stop,5:26 pm – 9:54 pm,Basic Economy,$104
American Airlines,2023-12-19,5h 41mBOS-ORD,1 stop,8:40 am – 1:21 pm,Basic Economy,$104
American Airlines,2023-12-19,4h 46mBOS-ORD,1 stop,8:30 am – 12:16 pm,Basic Economy,$129
American Airlines,2023-12-19,5h 45mBOS-ORD,1 stop,6:30 am – 11:15 am,Basic Economy,$104
American Airlines,2023-12-19,5h 46mBOS-ORD,1 stop,7:30 am – 12:16 pm,Basic Economy,$104
United Airlines,2023-12-20,2h 57mBOS-ORD,nonstop,6:00 am – 7:57 am,Basic Economy,$170
Spirit Airlines,2023-12-20,14h 13mBOS-ORD,1 stop,9:37 pm – 10:50 am+1,Economy,$85
United Airlines,2023-12-20,2h 57mBOS-ORD,nonstop,6:28 pm – 8:25 pm,Basic Economy,$202
United Airlines,2023-12-20,2h 57mBOS-ORD,nonstop,11:37 am – 1:34 pm,Basic Economy,$202
United Airlines,2023-12-20,2h 57mBOS-ORD,nonstop,9:46 am – 11:43 am,Basic Economy,$202
American Airlines,2023-12-20,3h 06mBOS-ORD,nonstop,8:00 am – 10:06 am,Main Cabin,$219
JetBlue,2023-12-20,3h 00mBOS-ORD,nonstop,6:00 am – 8:00 am,Blue Basic,$194
American Airlines,2023-12-20,5h 47mBOS-ORD,1 stop,7:44 am – 12:31 pm,Basic Economy,$129
American Airlines,2023-12-20,5h 48mBOS-ORD,1 stop,7:33 am – 12:21 pm,Basic Economy,$129
Delta,2023-12-20,3h 06mBOS-ORD,nonstop,1:25 pm – 3:31 pm,Basic Economy,$219
American Airlines,2023-12-20,4h 48mBOS-ORD,1 stop,8:33 am – 12:21 pm,Basic Economy,$179
United Airlines,2023-12-20,2h 57mBOS-ORD,nonstop,4:16 pm – 6:13 pm,Economy,$259
Delta,2023-12-20,3h 09mBOS-ORD,nonstop,8:55 am – 11:04 am,Basic Economy,$219
American Airlines,2023-12-20,5h 39mBOS-ORD,1 stop,6:08 pm – 10:47 pm,Basic Economy,$154
United Airlines,2023-12-20,5h 47mBOS-ORD,1 stop,6:43 pm – 11:30 pm,Basic Economy,$157
United Airlines,2023-12-20,5h 42mBOS-ORD,1 stop,6:43 pm – 11:25 pm,Basic Economy,$165
Spirit Airlines,2023-12-21,7h 44mBOS-ORD,1 stop,4:45 pm – 11:29 pm,Economy,$171
JetBlue,2023-12-21,3h 00mBOS-ORD,nonstop,6:00 am – 8:00 am,Blue Basic,$194
"Spirit Airlines, Frontier",2023-12-21,19h 29mBOS-MDW,1 stop,6:06 pm – 12:35 pm+1,Economy,$119
American Airlines,2023-12-21,3h 06mBOS-ORD,nonstop,8:00 am – 10:06 am,Main Cabin,$219
American Airlines,2023-12-21,3h 04mBOS-ORD,nonstop,6:50 am – 8:54 am,Main Cabin,$219
Delta,2023-12-21,3h 09mBOS-ORD,nonstop,8:55 am – 11:04 am,Main Cabin,$259
United Airlines,2023-12-21,3h 01mBOS-ORD,nonstop,9:45 am – 11:46 am,Economy,$243
United Airlines,2023-12-21,3h 01mBOS-ORD,nonstop,6:00 am – 8:01 am,Economy,$244
United Airlines,2023-12-21,3h 02mBOS-ORD,nonstop,3:20 pm – 5:22 pm,Economy,$255
United Airlines,2023-12-21,3h 01mBOS-ORD,nonstop,11:31 am – 1:32 pm,Economy,$259
JetBlue,2023-12-21,3h 00mBOS-ORD,nonstop,1:45 pm – 3:45 pm,Blue Basic,$259
American Airlines,2023-12-21,3h 07mBOS-ORD,nonstop,5:19 pm – 7:26 pm,Main Cabin,$279
American Airlines,2023-12-21,3h 05mBOS-ORD,nonstop,3:30 pm – 5:35 pm,Main Cabin,$279
Delta,2023-12-21,3h 13mBOS-ORD,nonstop,7:25 pm – 9:38 pm,Main Cabin,$299
United Airlines,2023-12-21,3h 03mBOS-ORD,nonstop,6:22 pm – 8:25 pm,Economy,$292
Delta,2023-12-21,3h 06mBOS-ORD,nonstop,1:25 pm – 3:31 pm,Main Cabin,$299
American Airlines,2023-12-21,3h 05mBOS-ORD,nonstop,12:09 pm – 2:14 pm,Main Cabin,$359
Spirit Airlines,2023-12-22,8h 50mBOS-ORD,1 stop,3:39 pm – 11:29 pm,Economy,$225
United Airlines,2023-12-22,3h 01mBOS-ORD,nonstop,6:00 am – 8:01 am,Economy,$255
Frontier,2023-12-22,10h 08mBOS-MDW,1 stop,8:33 am – 5:41 pm,Economy,$180
United Airlines,2023-12-22,3h 03mBOS-ORD,nonstop,6:22 pm – 8:25 pm,Economy,$259
United Airlines,2023-12-22,3h 02mBOS-ORD,nonstop,3:20 pm – 5:22 pm,Economy,$259
United Airlines,2023-12-22,3h 02mBOS-ORD,nonstop,7:35 am – 9:37 am,Economy,$259
JetBlue,2023-12-22,3h 00mBOS-ORD,nonstop,6:00 am – 8:00 am,Blue Basic,$259
United Airlines,2023-12-22,3h 01mBOS-ORD,nonstop,9:45 am – 11:46 am,Economy,$292
American Airlines,2023-12-22,3h 07mBOS-ORD,nonstop,5:19 pm – 7:26 pm,Main Cabin,$359
Delta,2023-12-22,3h 06mBOS-ORD,nonstop,1:25 pm – 3:31 pm,Main Cabin,$359
American Airlines,2023-12-22,3h 06mBOS-ORD,nonstop,8:00 am – 10:06 am,Main Cabin,$359
American Airlines,2023-12-22,3h 05mBOS-ORD,nonstop,3:30 pm – 5:35 pm,Main Cabin,$359
American Airlines,2023-12-22,3h 04mBOS-ORD,nonstop,6:50 am – 8:54 am,Main Cabin,$359
JetBlue,2023-12-22,3h 00mBOS-ORD,nonstop,1:45 pm – 3:45 pm,Blue Basic,$388
Delta,2023-12-22,3h 13mBOS-ORD,nonstop,7:25 pm – 9:38 pm,Main Cabin,$439
Delta,2023-12-22,3h 09mBOS-ORD,nonstop,8:55 am – 11:04 am,Main Cabin,$439
American Airlines,2023-12-22,3h 05mBOS-ORD,nonstop,12:09 pm – 2:14 pm,Main Cabin,$539
United Airlines,2023-12-23,3h 03mBOS-ORD,nonstop,6:22 pm – 8:25 pm,Economy,$255
Spirit Airlines,2023-12-23,14h 13mBOS-ORD,1 stop,9:37 pm – 10:50 am+1,Economy,$139
United Airlines,2023-12-23,3h 02mBOS-ORD,nonstop,3:20 pm – 5:22 pm,Economy,$281
American Airlines,2023-12-23,3h 07mBOS-ORD,nonstop,5:19 pm – 7:26 pm,Main Cabin,$279
United Airlines,2023-12-23,3h 02mBOS-ORD,nonstop,7:35 am – 9:37 am,Economy,$281
JetBlue,2023-12-23,3h 00mBOS-ORD,nonstop,6:00 am – 8:00 am,Blue Basic,$259
United Airlines,2023-12-23,3h 01mBOS-ORD,nonstop,6:00 am – 8:01 am,Economy,$292
Delta,2023-12-23,3h 13mBOS-ORD,nonstop,7:25 pm – 9:38 pm,Main Cabin,$319
United Airlines,2023-12-23,3h 01mBOS-ORD,nonstop,9:45 am – 11:46 am,Economy,$331
Delta,2023-12-23,3h 06mBOS-ORD,nonstop,1:25 pm – 3:31 pm,Main Cabin,$359
American Airlines,2023-12-23,3h 04mBOS-ORD,nonstop,6:50 am – 8:54 am,Main Cabin,$359
United Airlines,2023-12-23,5h 46mBOS-ORD,1 stop,6:44 pm – 11:30 pm,Basic Economy,$187
American Airlines,2023-12-23,3h 05mBOS-ORD,nonstop,3:30 pm – 5:35 pm,Main Cabin,$439
Delta,2023-12-23,3h 09mBOS-ORD,nonstop,8:55 am – 11:04 am,Main Cabin,$439
JetBlue,2023-12-23,3h 00mBOS-ORD,nonstop,1:45 pm – 3:45 pm,Blue Basic,$427
Delta,2023-12-23,4h 49mBOS-ORD,1 stop,4:55 pm – 8:44 pm,Main Cabin,$339
United Airlines,2023-12-24,3h 03mBOS-ORD,nonstop,6:22 pm – 8:25 pm,Basic Economy,$141
American Airlines,2023-12-24,6h 35mBOS-ORD,1 stop,6:07 am – 11:42 am,Basic Economy,$139
American Airlines,2023-12-24,3h 04mBOS-ORD,nonstop,6:50 am – 8:54 am,Basic Economy,$179
United Airlines,2023-12-24,3h 02mBOS-ORD,nonstop,3:08 pm – 5:10 pm,Basic Economy,$188
United Airlines,2023-12-24,3h 01mBOS-ORD,nonstop,6:00 am – 8:01 am,Basic Economy,$188
United Airlines,2023-12-24,3h 02mBOS-ORD,nonstop,7:35 am – 9:37 am,Basic Economy,$188
United Airlines,2023-12-24,3h 01mBOS-ORD,nonstop,9:45 am – 11:46 am,Basic Economy,$202
JetBlue,2023-12-24,3h 00mBOS-ORD,nonstop,6:00 am – 8:00 am,Blue Basic,$194
JetBlue,2023-12-24,5h 05mBOS-ORD,1 stop,7:15 am – 11:20 am,Blue Basic,$144
American Airlines,2023-12-24,3h 05mBOS-ORD,nonstop,2:31 pm – 4:36 pm,Main Cabin,$229
American Airlines,2023-12-24,3h 06mBOS-ORD,nonstop,8:00 am – 10:06 am,Main Cabin,$229
Delta,2023-12-24,5h 04mBOS-ORD,1 stop,4:55 pm – 8:59 pm,Basic Economy,$159
American Airlines,2023-12-24,5h 24mBOS-ORD,1 stop,11:49 am – 4:13 pm,Basic Economy,$189
American Airlines,2023-12-24,3h 08mBOS-ORD,nonstop,12:19 pm – 2:27 pm,Main Cabin,$289
American Airlines,2023-12-24,5h 47mBOS-ORD,1 stop,7:44 am – 12:31 pm,Basic Economy,$189
JetBlue,2023-12-25,3h 00mBOS-ORD,nonstop,6:00 am – 8:00 am,Blue Basic,$84
United Airlines,2023-12-25,3h 01mBOS-ORD,nonstop,11:31 am – 1:32 pm,Basic Economy,$119
United Airlines,2023-12-25,3h 01mBOS-ORD,nonstop,9:45 am – 11:46 am,Basic Economy,$119
American Airlines,2023-12-25,3h 04mBOS-ORD,nonstop,6:50 am – 8:54 am,Basic Economy,$119
American Airlines,2023-12-25,3h 06mBOS-ORD,nonstop,8:00 am – 10:06 am,Basic Economy,$119
United Airlines,2023-12-25,3h 03mBOS-ORD,nonstop,6:22 pm – 8:25 pm,Basic Economy,$154
United Airlines,2023-12-25,3h 02mBOS-ORD,nonstop,3:20 pm – 5:22 pm,Basic Economy,$183
Delta,2023-12-25,3h 07mBOS-ORD,nonstop,9:20 am – 11:27 am,Basic Economy,$179
United Airlines,2023-12-25,5h 46mBOS-ORD,1 stop,6:44 pm – 11:30 pm,Basic Economy,$118
American Airlines,2023-12-25,3h 05mBOS-ORD,nonstop,3:30 pm – 5:35 pm,Main Cabin,$219
American Airlines,2023-12-25,5h 48mBOS-ORD,1 stop,7:33 am – 12:21 pm,Basic Economy,$129
American Airlines,2023-12-25,6h 05mBOS-ORD,1 stop,6:54 pm – 11:59 pm,Basic Economy,$127
American Airlines,2023-12-25,5h 15mBOS-ORD,1 stop,10:09 am – 2:24 pm,Basic Economy,$154
Delta,2023-12-25,3h 09mBOS-ORD,nonstop,3:20 pm – 5:29 pm,Basic Economy,$219
Delta,2023-12-25,5h 04mBOS-MDW,1 stop,12:25 pm – 4:29 pm,Basic Economy,$159
United Airlines,2023-12-26,3h 02mBOS-ORD,nonstop,7:35 am – 9:37 am,Basic Economy,$183
Delta,2023-12-26,4h 23mBOS-MDW,1 stop,5:25 am – 8:48 am,Basic Economy,$159
United Airlines,2023-12-26,3h 03mBOS-ORD,nonstop,6:22 pm – 8:25 pm,Basic Economy,$202
United Airlines,2023-12-26,3h 01mBOS-ORD,nonstop,9:45 am – 11:46 am,Basic Economy,$197
United Airlines,2023-12-26,3h 02mBOS-ORD,nonstop,3:20 pm – 5:22 pm,Basic Economy,$202
United Airlines,2023-12-26,3h 01mBOS-ORD,nonstop,6:00 am – 8:01 am,Basic Economy,$202
Delta,2023-12-26,3h 13mBOS-ORD,nonstop,7:25 pm – 9:38 pm,Basic Economy,$179
JetBlue,2023-12-26,3h 00mBOS-ORD,nonstop,6:00 am – 8:00 am,Blue Basic,$194
American Airlines,2023-12-26,3h 04mBOS-ORD,nonstop,6:50 am – 8:54 am,Main Cabin,$219
American Airlines,2023-12-26,3h 06mBOS-ORD,nonstop,8:00 am – 10:06 am,Main Cabin,$219
United Airlines,2023-12-26,3h 01mBOS-ORD,nonstop,11:31 am – 1:32 pm,Economy,$243
American Airlines,2023-12-26,3h 07mBOS-ORD,nonstop,5:19 pm – 7:26 pm,Main Cabin,$279
Delta,2023-12-26,3h 06mBOS-ORD,nonstop,1:25 pm – 3:31 pm,Basic Economy,$279
Delta,2023-12-26,3h 07mBOS-ORD,nonstop,9:20 am – 11:27 am,Basic Economy,$279
American Airlines,2023-12-26,3h 05mBOS-ORD,nonstop,3:30 pm – 5:35 pm,Main Cabin,$359
American Airlines,2023-12-26,3h 05mBOS-ORD,nonstop,12:09 pm – 2:14 pm,Main Cabin,$359
United Airlines,2023-12-27,3h 01mBOS-ORD,nonstop,6:00 am – 8:01 am,Basic Economy,$159
Spirit Airlines,2023-12-27,14h 13mBOS-ORD,1 stop,9:37 pm – 10:50 am+1,Economy,$125
United Airlines,2023-12-27,3h 02mBOS-ORD,nonstop,7:35 am – 9:37 am,Basic Economy,$159
JetBlue,2023-12-27,3h 00mBOS-ORD,nonstop,6:00 am – 8:00 am,Blue Basic,$179
American Airlines,2023-12-27,3h 04mBOS-ORD,nonstop,6:50 am – 8:54 am,Main Cabin,$219
American Airlines,2023-12-27,3h 06mBOS-ORD,nonstop,8:00 am – 10:06 am,Main Cabin,$219
United Airlines,2023-12-27,3h 03mBOS-ORD,nonstop,6:22 pm – 8:25 pm,Economy,$243
United Airlines,2023-12-27,3h 01mBOS-ORD,nonstop,9:45 am – 11:46 am,Economy,$243
United Airlines,2023-12-27,3h 01mBOS-ORD,nonstop,11:31 am – 1:32 pm,Economy,$259
Delta,2023-12-27,3h 07mBOS-ORD,nonstop,9:20 am – 11:27 am,Basic Economy,$239
United Airlines,2023-12-27,3h 02mBOS-ORD,nonstop,3:20 pm – 5:22 pm,Economy,$281
American Airlines,2023-12-27,3h 07mBOS-ORD,nonstop,5:19 pm – 7:26 pm,Main Cabin,$279
Delta,2023-12-27,3h 06mBOS-ORD,nonstop,1:25 pm – 3:31 pm,Main Cabin,$279
Delta,2023-12-27,3h 13mBOS-ORD,nonstop,7:25 pm – 9:38 pm,Main Cabin,$279
American Airlines,2023-12-27,5h 29mBOS-ORD,1 stop,7:00 am – 11:29 am,Basic Economy,$154
American Airlines,2023-12-27,3h 05mBOS-ORD,nonstop,12:09 pm – 2:14 pm,Main Cabin,$359
United Airlines,2023-12-28,3h 01mBOS-ORD,nonstop,6:00 am – 8:01 am,Basic Economy,$107
Spirit Airlines,2023-12-28,14h 13mBOS-ORD,1 stop,9:37 pm – 10:50 am+1,Economy,$97
United Airlines,2023-12-28,3h 02mBOS-ORD,nonstop,7:35 am – 9:37 am,Basic Economy,$119
American Airlines,2023-12-28,3h 04mBOS-ORD,nonstop,6:50 am – 8:54 am,Basic Economy,$119
American Airlines,2023-12-28,3h 06mBOS-ORD,nonstop,8:00 am – 10:06 am,Basic Economy,$119
United Airlines,2023-12-28,3h 01mBOS-ORD,nonstop,9:45 am – 11:46 am,Basic Economy,$141
JetBlue,2023-12-28,3h 00mBOS-ORD,nonstop,6:00 am – 8:00 am,Blue Basic,$119
American Airlines,2023-12-28,3h 07mBOS-ORD,nonstop,5:19 pm – 7:26 pm,Basic Economy,$169
American Airlines,2023-12-28,3h 05mBOS-ORD,nonstop,3:30 pm – 5:35 pm,Basic Economy,$169
United Airlines,2023-12-28,3h 01mBOS-ORD,nonstop,11:31 am – 1:32 pm,Basic Economy,$180
United Airlines,2023-12-28,3h 03mBOS-ORD,nonstop,6:22 pm – 8:25 pm,Basic Economy,$188
United Airlines,2023-12-28,3h 02mBOS-ORD,nonstop,3:20 pm – 5:22 pm,Basic Economy,$188
American Airlines,2023-12-28,3h 05mBOS-ORD,nonstop,12:09 pm – 2:14 pm,Main Cabin,$219
Delta,2023-12-28,3h 06mBOS-ORD,nonstop,1:25 pm – 3:31 pm,Basic Economy,$219
Delta,2023-12-28,3h 13mBOS-ORD,nonstop,7:25 pm – 9:38 pm,Basic Economy,$219
Delta,2023-12-28,3h 07mBOS-ORD,nonstop,9:20 am – 11:27 am,Basic Economy,$219
United Airlines,2023-12-29,3h 01mBOS-ORD,nonstop,6:00 am – 8:01 am,Basic Economy,$89
American Airlines,2023-12-29,3h 04mBOS-ORD,nonstop,6:50 am – 8:54 am,Basic Economy,$89
United Airlines,2023-12-29,3h 02mBOS-ORD,nonstop,7:35 am – 9:37 am,Basic Economy,$119
American Airlines,2023-12-29,3h 06mBOS-ORD,nonstop,8:00 am – 10:06 am,Basic Economy,$119
United Airlines,2023-12-29,3h 02mBOS-ORD,nonstop,3:20 pm – 5:22 pm,Basic Economy,$143
United Airlines,2023-12-29,3h 01mBOS-ORD,nonstop,9:45 am – 11:46 am,Basic Economy,$154
American Airlines,2023-12-29,3h 07mBOS-ORD,nonstop,5:19 pm – 7:26 pm,Basic Economy,$169
JetBlue,2023-12-29,3h 00mBOS-ORD,nonstop,6:00 am – 8:00 am,Blue Basic,$154
United Airlines,2023-12-29,3h 03mBOS-ORD,nonstop,6:22 pm – 8:25 pm,Basic Economy,$202
American Airlines,2023-12-29,3h 05mBOS-ORD,nonstop,3:30 pm – 5:35 pm,Main Cabin,$219
American Airlines,2023-12-29,3h 05mBOS-ORD,nonstop,12:09 pm – 2:14 pm,Main Cabin,$219
Delta,2023-12-29,3h 06mBOS-ORD,nonstop,1:25 pm – 3:31 pm,Basic Economy,$219
Delta,2023-12-29,3h 13mBOS-ORD,nonstop,7:25 pm – 9:38 pm,Basic Economy,$219
American Airlines,2023-12-29,5h 29mBOS-ORD,1 stop,7:00 am – 11:29 am,Basic Economy,$104
American Airlines,2023-12-29,5h 42mBOS-ORD,1 stop,7:00 am – 11:42 am,Basic Economy,$129
United Airlines,2023-12-30,3h 01mBOS-ORD,nonstop,6:00 am – 8:01 am,Basic Economy,$89
American Airlines,2023-12-30,3h 04mBOS-ORD,nonstop,6:50 am – 8:54 am,Basic Economy,$89
United Airlines,2023-12-30,3h 02mBOS-ORD,nonstop,7:35 am – 9:37 am,Basic Economy,$119
JetBlue,2023-12-30,3h 00mBOS-ORD,nonstop,6:00 am – 8:00 am,Blue Basic,$134
United Airlines,2023-12-30,3h 03mBOS-ORD,nonstop,6:22 pm – 8:25 pm,Basic Economy,$154
American Airlines,2023-12-30,3h 07mBOS-ORD,nonstop,5:19 pm – 7:26 pm,Basic Economy,$169
United Airlines,2023-12-30,3h 01mBOS-ORD,nonstop,9:45 am – 11:46 am,Basic Economy,$175
Delta,2023-12-30,3h 13mBOS-ORD,nonstop,7:25 pm – 9:38 pm,Basic Economy,$179
American Airlines,2023-12-30,3h 05mBOS-ORD,nonstop,3:30 pm – 5:35 pm,Main Cabin,$219
American Airlines,2023-12-30,6h 31mBOS-ORD,1 stop,7:00 am – 12:31 pm,Basic Economy,$104
Delta,2023-12-30,3h 06mBOS-ORD,nonstop,1:25 pm – 3:31 pm,Basic Economy,$219
Delta,2023-12-30,3h 07mBOS-ORD,nonstop,9:20 am – 11:27 am,Basic Economy,$219
United Airlines,2023-12-30,3h 02mBOS-ORD,nonstop,3:20 pm – 5:22 pm,Economy,$259
United Airlines,2023-12-30,5h 46mBOS-ORD,1 stop,6:44 pm – 11:30 pm,Basic Economy,$157
American Airlines,2023-12-30,3h 05mBOS-ORD,nonstop,1:09 pm – 3:14 pm,Main Cabin,$279
Frontier,2023-12-01,4h 58mMDW-SFO,nonstop,6:35 pm – 9:33 pm,Economy,$79
United Airlines,2023-12-01,4h 39mORD-SFO,nonstop,4:05 pm – 6:44 pm,Basic Economy,$149
United Airlines,2023-12-01,4h 47mORD-SFO,nonstop,7:45 pm – 10:32 pm,Basic Economy,$149
American Airlines,2023-12-01,4h 52mORD-SFO,nonstop,7:01 pm – 9:53 pm,Basic Economy,$149
United Airlines,2023-12-01,4h 47mORD-SFO,nonstop,2:07 pm – 4:54 pm,Basic Economy,$149
American Airlines,2023-12-01,4h 46mORD-SFO,nonstop,1:35 pm – 4:21 pm,Basic Economy,$149
Alaska Airlines,2023-12-01,5h 00mORD-SFO,nonstop,2:34 pm – 5:34 pm,Saver,$149
United Airlines,2023-12-01,4h 52mORD-SFO,nonstop,6:00 pm – 8:52 pm,Basic Economy,$149
American Airlines,2023-12-01,4h 43mORD-SFO,nonstop,8:45 am – 11:28 am,Basic Economy,$149
United Airlines,2023-12-01,4h 44mORD-SFO,nonstop,9:05 am – 11:49 am,Basic Economy,$179
United Airlines,2023-12-01,4h 49mORD-SFO,nonstop,12:46 pm – 3:35 pm,Basic Economy,$149
United Airlines,2023-12-01,4h 48mORD-SFO,nonstop,7:00 am – 9:48 am,Basic Economy,$149
United Airlines,2023-12-01,4h 51mORD-SFO,nonstop,11:05 am – 1:56 pm,Basic Economy,$149
Frontier,2023-12-01,8h 04mMDW-SFO,1 stop,8:35 am – 2:39 pm,Economy,$99
United Airlines,2023-12-01,6h 31mORD-SFO,1 stop,3:55 pm – 8:26 pm,Basic Economy,$159
Frontier,2023-12-02,4h 58mMDW-SFO,nonstop,6:35 pm – 9:33 pm,Economy,$74
Frontier,2023-12-02,4h 58mMDW-SFO,nonstop,6:35 pm – 9:33 pm,Economy,$69
United Airlines,2023-12-02,4h 39mORD-SFO,nonstop,4:05 pm – 6:44 pm,Basic Economy,$149
American Airlines,2023-12-02,4h 46mORD-SFO,nonstop,1:35 pm – 4:21 pm,Basic Economy,$149
United Airlines,2023-12-02,4h 47mORD-SFO,nonstop,7:45 pm – 10:32 pm,Basic Economy,$149
United Airlines,2023-12-02,4h 47mORD-SFO,nonstop,2:07 pm – 4:54 pm,Basic Economy,$149
United Airlines,2023-12-02,4h 48mORD-SFO,nonstop,7:00 am – 9:48 am,Basic Economy,$149
United Airlines,2023-12-02,4h 49mORD-SFO,nonstop,12:46 pm – 3:35 pm,Basic Economy,$149
American Airlines,2023-12-02,4h 52mORD-SFO,nonstop,7:01 pm – 9:53 pm,Basic Economy,$149
United Airlines,2023-12-02,4h 55mORD-SFO,nonstop,6:17 pm – 9:12 pm,Basic Economy,$149
Alaska Airlines,2023-12-02,5h 00mORD-SFO,nonstop,2:34 pm – 5:34 pm,Saver,$149
United Airlines,2023-12-02,4h 44mORD-SFO,nonstop,9:05 am – 11:49 am,Basic Economy,$179
